PRECIPITACAO_TOTAL_HORARIO_mm,TEMPERATURA_DO_AR_BULBO_SECO_HORARIA,UMIDADE_RELATIVA_DO_AR_HORARIA_porcent,VENTO_DIRECAO_HORARIA
0.0,21.1,68.0,275.0
0.0,21.5,66.0,244.0
0.0,21.5,70.0,192.0
0.0,21.0,73.0,227.0
0.0,20.0,78.0,217.0
0.0,19.9,82.0,158.0
0.0,21.7,75.0,158.0
0.0,23.6,65.0,165.0
0.0,25.5,60.0,158.0
0.0,27.6,50.0,99.0
0.0,28.2,47.0,135.0
0.0,29.2,43.0,144.0
0.0,29.7,36.0,213.0
0.0,31.5,24.0,135.0
0.0,30.9,33.0,217.0
0.0,30.0,35.0,220.0
0.0,30.3,37.0,277.0
0.0,27.9,42.0,263.0
0.0,26.6,43.0,219.0
0.0,24.7,48.0,226.0
0.0,25.2,48.0,185.0
0.0,23.3,56.0,309.0
0.0,20.6,70.0,286.0
0.0,20.2,72.0,289.0
0.0,20.5,69.0,255.0
0.0,19.8,73.0,337.0
0.0,19.5,75.0,234.0
0.0,18.7,80.0,172.0
0.0,18.3,82.0,240.0
0.0,20.8,69.0,159.0
0.0,23.6,58.0,201.0
0.0,24.8,55.0,169.0
0.0,27.3,40.0,113.0
0.0,28.7,38.0,84.0
0.0,30.2,32.0,87.0
0.0,32.0,28.0,81.0
0.0,30.6,28.0,88.0
0.0,30.9,29.0,44.0
0.0,31.8,26.0,85.0
0.0,31.1,29.0,10.0
0.0,28.4,37.0,240.0
0.0,27.0,43.0,292.0
0.0,25.4,48.0,297.0
0.0,24.8,54.0,228.0
0.0,25.2,56.0,106.0
0.0,24.2,58.0,356.0
0.0,25.1,49.0,203.0
0.0,23.3,58.0,190.0
0.0,21.8,63.0,339.0
0.0,21.0,71.0,223.0
0.0,23.4,58.0,187.0
0.0,22.3,63.0,165.0
0.0,21.9,63.0,155.0
0.0,21.9,63.0,149.0
0.0,22.7,60.0,163.0
0.0,24.1,57.0,125.0
0.0,25.4,50.0,123.0
0.0,27.8,41.0,96.0
0.0,29.5,33.0,88.0
0.0,31.8,23.0,66.0
0.0,32.6,22.0,27.0
0.0,31.7,23.0,29.0
0.0,32.5,23.0,45.0
0.0,32.0,25.0,47.0
0.0,30.9,26.0,91.0
0.0,30.1,27.0,87.0
0.0,29.1,29.0,101.0
0.0,28.4,30.0,102.0
0.0,28.1,29.0,98.0
0.0,27.1,32.0,73.0
0.0,27.8,29.0,79.0
0.0,25.9,34.0,66.0
0.0,25.3,36.0,79.0
0.0,25.0,37.0,77.0
0.0,24.6,36.0,76.0
0.0,23.0,43.0,126.0
0.0,22.5,45.0,101.0
0.0,22.0,47.0,103.0
0.0,23.1,43.0,95.0
0.0,24.8,39.0,79.0
0.0,25.9,38.0,50.0
0.0,27.5,33.0,47.0
0.0,28.6,30.0,31.0
0.0,29.2,30.0,50.0
0.0,30.0,28.0,33.0
0.0,29.8,27.0,11.0
0.0,29.3,28.0,48.0
0.0,30.2,27.0,53.0
0.0,29.9,27.0,38.0
0.0,28.8,28.0,33.0
0.0,28.1,31.0,51.0
0.0,27.4,34.0,51.0
0.0,26.0,39.0,46.0
0.0,25.8,42.0,102.0
0.0,24.7,51.0,74.0
0.0,22.5,61.0,37.0
0.0,20.8,65.0,286.0
0.0,22.2,63.0,302.0
0.0,21.6,70.0,137.0
0.0,19.8,77.0,249.0
0.0,20.4,72.0,214.0
0.0,21.2,71.0,191.0
0.0,23.3,62.0,171.0
0.0,24.9,55.0,150.0
0.0,26.5,51.0,159.0
0.0,27.5,42.0,60.0
0.0,29.2,38.0,57.0
0.0,27.9,48.0,286.0
0.0,29.0,43.0,272.0
0.0,28.2,49.0,247.0
0.0,27.1,53.0,240.0
0.0,27.3,53.0,258.0
0.0,27.0,49.0,250.0
0.0,26.2,50.0,279.0
0.0,24.7,59.0,309.0
0.0,24.4,61.0,326.0
0.0,23.0,67.0,314.0
0.0,21.9,67.0,281.0
0.0,22.8,69.0,261.0
0.0,21.7,74.0,225.0
0.0,21.6,70.0,251.0
0.0,21.2,72.0,259.0
0.0,21.1,71.0,266.0
0.0,20.6,72.0,275.0
0.0,19.8,80.0,326.0
0.0,20.2,77.0,330.0
0.0,21.3,71.0,354.0
0.0,24.0,62.0,328.0
0.0,25.3,56.0,249.0
0.0,28.1,48.0,245.0
0.0,27.5,48.0,253.0
0.0,29.5,42.0,286.0
0.0,30.1,36.0,305.0
0.0,30.1,41.0,296.0
0.0,27.5,49.0,284.0
0.0,28.7,40.0,298.0
0.0,26.3,53.0,276.0
0.0,24.4,60.0,242.0
0.0,24.3,59.0,239.0
0.0,23.5,62.0,221.0
0.0,22.5,71.0,228.0
0.0,19.9,88.0,209.0
0.2,19.7,87.0,153.0
0.0,19.4,87.0,167.0
0.0,19.4,85.0,167.0
0.0,18.9,87.0,185.0
0.0,18.4,89.0,249.0
0.0,19.1,85.0,228.0
0.0,18.3,90.0,354.0
0.0,18.5,90.0,179.0
0.0,21.5,75.0,213.0
0.0,22.8,66.0,203.0
0.0,22.8,68.0,204.0
0.0,23.9,64.0,180.0
0.0,24.9,57.0,190.0
0.0,25.9,52.0,221.0
0.0,26.3,54.0,224.0
0.0,26.7,50.0,227.0
0.0,27.9,45.0,253.0
0.0,27.6,45.0,260.0
0.0,25.9,53.0,204.0
0.0,25.2,56.0,194.0
0.0,24.7,57.0,185.0
0.0,22.7,76.0,92.0
0.0,21.6,74.0,57.0
0.0,20.7,77.0,43.0
0.0,20.4,79.0,56.0
0.0,19.8,81.0,8.0
0.0,18.6,86.0,20.0
0.0,18.7,86.0,311.0
0.0,19.2,82.0,328.0
0.0,19.3,80.0,340.0
0.0,18.6,85.0,317.0
0.0,18.9,86.0,307.0
0.0,21.4,74.0,341.0
0.0,22.6,68.0,318.0
0.0,24.9,58.0,326.0
0.0,26.1,53.0,318.0
0.0,26.4,53.0,305.0
12.8,19.5,88.0,267.0
7.8,19.9,91.0,252.0
2.4,21.5,86.0,246.0
11.4,20.1,84.0,134.0
32.0,21.6,89.0,338.0
0.0,25.1,66.0,345.0
0.0,23.0,76.0,131.0
0.0,21.4,85.0,305.0
0.0,21.4,81.0,271.0
0.0,21.4,82.0,337.0
0.0,20.8,82.0,358.0
0.0,20.5,83.0,349.0
0.0,20.3,85.0,338.0
0.0,20.4,86.0,337.0
0.0,19.7,88.0,334.0
0.0,18.6,92.0,334.0
0.6,18.3,93.0,329.0
11.4,17.8,95.0,338.0
1.2,17.7,95.0,305.0
0.0,18.1,95.0,173.0
0.2,18.3,94.0,165.0
1.0,18.5,93.0,166.0
0.0,19.4,88.0,146.0
0.0,21.1,76.0,36.0
0.0,22.2,71.0,103.0
0.0,22.3,73.0,147.0
0.0,23.4,68.0,138.0
0.0,23.9,67.0,125.0
0.0,22.4,72.0,129.0
3.2,21.0,87.0,136.0
0.2,20.9,87.0,138.0
0.0,20.6,85.0,27.0
0.0,20.3,90.0,44.0
0.0,20.7,86.0,136.0
0.0,20.5,85.0,125.0
0.0,20.3,86.0,103.0
0.0,19.9,86.0,126.0
0.0,19.4,90.0,102.0
0.0,19.0,92.0,132.0
0.0,18.8,93.0,201.0
0.2,18.8,94.0,96.0
0.0,18.6,94.0,49.0
0.0,18.8,94.0,128.0
0.0,19.3,93.0,80.0
0.0,20.9,84.0,54.0
0.0,22.8,77.0,63.0
0.0,24.5,67.0,62.0
0.0,26.1,51.0,46.0
0.0,27.7,50.0,27.0
0.0,26.7,52.0,84.0
0.0,24.1,61.0,189.0
2.2,22.2,79.0,180.0
0.0,22.6,73.0,225.0
0.0,23.4,73.0,181.0
0.0,19.9,87.0,125.0
0.0,20.0,84.0,114.0
0.0,19.5,85.0,275.0
0.0,19.4,90.0,342.0
0.0,19.1,93.0,350.0
0.2,19.0,93.0,332.0
0.0,18.7,88.0,328.0
0.0,18.2,89.0,319.0
0.0,18.2,89.0,125.0
0.0,17.9,91.0,297.0
0.0,18.3,92.0,5.0
0.0,18.2,90.0,144.0
0.0,18.5,93.0,128.0
0.0,18.8,91.0,130.0
0.0,20.5,83.0,99.0
0.0,21.1,79.0,86.0
0.0,22.6,73.0,75.0
0.0,24.2,64.0,68.0
0.0,26.4,54.0,13.0
0.0,25.2,59.0,351.0
0.0,23.9,55.0,302.0
0.0,24.2,64.0,286.0
0.0,22.3,68.0,332.0
0.0,21.5,73.0,300.0
4.8,16.6,92.0,274.0
2.2,17.1,91.0,164.0
2.2,16.9,92.0,219.0
1.8,17.1,89.0,136.0
0.2,17.5,86.0,97.0
0.0,18.0,82.0,38.0
0.0,17.2,91.0,223.0
0.0,17.1,86.0,97.0
0.0,16.3,91.0,155.0
0.0,17.2,89.0,138.0
0.0,17.2,88.0,125.0
0.0,17.5,84.0,111.0
0.0,17.6,86.0,121.0
0.0,19.9,83.0,101.0
0.0,20.3,77.0,103.0
0.0,21.0,76.0,102.0
0.0,21.9,72.0,106.0
0.0,23.7,65.0,84.0
0.0,24.4,60.0,65.0
0.0,25.8,58.0,89.0
0.0,25.3,53.0,38.0
1.4,22.7,78.0,119.0
0.2,25.6,55.0,153.0
0.0,22.4,71.0,47.0
0.0,18.8,85.0,360.0
2.4,18.0,89.0,359.0
0.2,17.8,90.0,232.0
0.0,18.8,89.0,103.0
0.0,19.5,76.0,63.0
0.0,18.7,84.0,44.0
0.0,18.2,90.0,257.0
0.0,18.7,93.0,16.0
0.0,18.5,93.0,179.0
0.0,19.1,93.0,121.0
0.0,19.0,93.0,300.0
1.2,17.9,90.0,39.0
2.0,18.2,94.0,123.0
1.0,18.5,92.0,179.0
0.0,19.8,87.0,111.0
0.0,20.7,82.0,169.0
0.0,21.7,73.0,85.0
0.0,23.3,68.0,82.0
0.0,24.3,61.0,28.0
0.0,25.2,60.0,331.0
0.0,25.5,56.0,349.0
0.0,26.2,50.0,346.0
0.0,26.6,48.0,294.0
0.6,19.1,84.0,342.0
1.4,19.1,87.0,346.0
0.2,19.1,91.0,278.0
0.0,18.3,92.0,347.0
0.0,17.5,92.0,296.0
0.0,17.8,93.0,244.0
0.0,18.4,94.0,250.0
0.0,18.8,93.0,284.0
0.0,19.1,94.0,298.0
0.0,19.1,93.0,256.0
0.0,19.1,93.0,340.0
0.0,19.0,93.0,216.0
0.0,18.3,93.0,229.0
0.0,19.2,93.0,224.0
0.0,21.0,79.0,217.0
0.0,23.2,70.0,236.0
0.0,24.8,64.0,201.0
0.0,25.8,58.0,165.0
13.2,16.7,92.0,307.0
3.8,22.9,73.0,281.0
0.0,23.8,65.0,225.0
0.0,26.5,58.0,286.0
0.0,27.0,52.0,355.0
0.4,22.7,72.0,45.0
6.4,19.7,88.0,29.0
0.0,19.5,88.0,114.0
0.0,19.1,90.0,172.0
0.0,18.7,92.0,9.0
0.0,19.2,93.0,9.0
0.0,19.3,93.0,40.0
0.0,19.3,93.0,236.0
0.0,19.3,93.0,278.0
0.0,19.6,89.0,303.0
0.0,20.0,85.0,302.0
0.0,19.4,86.0,274.0
0.0,19.5,84.0,311.0
0.0,19.4,86.0,322.0
0.0,19.1,88.0,288.0
0.0,20.1,87.0,285.0
0.0,21.8,80.0,250.0
0.0,22.9,74.0,255.0
0.0,23.8,68.0,248.0
0.0,24.0,65.0,228.0
0.0,25.6,61.0,216.0
0.0,26.6,56.0,186.0
0.0,26.2,52.0,229.0
0.0,23.6,64.0,317.0
0.0,20.4,82.0,9.0
0.4,20.1,88.0,10.0
0.2,20.0,90.0,316.0
0.2,19.5,89.0,306.0
0.0,19.9,90.0,96.0
0.0,19.4,91.0,19.0
0.0,20.0,92.0,193.0
0.0,19.4,91.0,163.0
0.0,19.2,91.0,152.0
0.2,18.6,92.0,140.0
0.0,18.7,91.0,117.0
0.0,18.2,92.0,283.0
0.0,18.4,89.0,143.0
0.0,17.6,92.0,276.0
0.0,18.0,93.0,343.0
0.0,20.2,85.0,257.0
0.0,23.5,72.0,326.0
0.0,25.1,63.0,17.0
0.0,26.3,56.0,343.0
0.0,26.1,56.0,329.0
0.2,20.3,82.0,23.0
22.2,17.6,93.0,178.0
2.0,18.7,94.0,244.0
0.4,19.1,92.0,113.0
0.6,20.4,89.0,91.0
0.0,21.6,81.0,223.0
0.0,20.3,88.0,316.0
0.0,20.1,91.0,126.0
0.0,19.5,91.0,81.0
0.0,19.1,92.0,20.0
0.2,19.4,92.0,5.0
0.0,19.4,92.0,338.0
0.0,19.5,92.0,320.0
0.0,19.7,92.0,130.0
0.0,19.0,93.0,346.0
0.0,19.0,93.0,350.0
0.0,18.9,93.0,322.0
0.0,19.0,92.0,90.0
0.0,19.6,91.0,61.0
0.0,20.2,87.0,66.0
0.0,21.5,83.0,70.0
0.0,22.1,80.0,47.0
0.0,23.9,72.0,78.0
0.0,24.2,68.0,52.0
0.0,25.3,62.0,22.0
0.0,25.6,61.0,40.0
0.0,26.2,56.0,54.0
0.0,26.1,57.0,36.0
0.0,27.2,56.0,45.0
0.0,23.9,66.0,340.0
0.0,24.6,65.0,21.0
0.0,24.3,65.0,56.0
0.0,23.2,71.0,39.0
0.0,22.5,75.0,55.0
0.0,22.4,77.0,34.0
0.8,21.0,86.0,320.0
0.4,20.5,91.0,312.0
2.6,20.0,90.0,69.0
0.6,20.2,90.0,126.0
1.8,19.7,93.0,140.0
0.0,19.9,91.0,82.0
0.0,19.5,92.0,57.0
0.0,19.9,91.0,69.0
0.0,20.2,90.0,45.0
0.0,21.0,85.0,32.0
0.0,21.9,80.0,40.0
0.0,21.2,86.0,344.0
0.0,24.3,67.0,18.0
0.0,24.0,74.0,2.0
0.0,26.3,58.0,13.0
0.0,23.2,72.0,339.0
0.0,24.1,66.0,336.0
0.0,24.6,62.0,353.0
0.0,23.5,71.0,13.0
0.0,23.2,74.0,354.0
0.0,22.2,81.0,298.0
0.0,21.6,81.0,317.0
0.0,21.0,88.0,336.0
0.0,20.9,88.0,326.0
0.0,20.9,88.0,331.0
0.0,20.4,90.0,246.0
0.0,20.6,90.0,81.0
0.0,20.5,91.0,52.0
0.0,20.7,91.0,19.0
0.0,20.2,90.0,308.0
0.0,20.3,90.0,7.0
0.0,20.1,91.0,6.0
0.0,21.4,83.0,5.0
0.0,23.0,75.0,350.0
0.0,23.9,72.0,347.0
0.0,25.9,61.0,342.0
0.0,26.7,60.0,348.0
0.2,21.9,78.0,320.0
0.0,23.5,74.0,334.0
0.0,23.8,69.0,338.0
0.0,23.9,68.0,332.0
0.0,23.5,74.0,346.0
0.0,24.1,69.0,304.0
0.0,23.2,74.0,327.0
0.0,22.6,77.0,317.0
0.0,21.8,81.0,304.0
0.0,21.1,86.0,299.0
0.0,20.6,88.0,312.0
0.0,20.4,89.0,325.0
0.0,20.4,89.0,300.0
0.0,20.0,90.0,297.0
0.0,19.7,89.0,277.0
0.0,18.4,91.0,296.0
0.0,18.6,91.0,308.0
0.0,18.8,89.0,304.0
0.0,19.1,86.0,313.0
0.0,20.0,83.0,334.0
0.0,23.3,68.0,278.0
0.0,24.7,62.0,285.0
0.0,25.6,55.0,293.0
0.0,26.3,57.0,290.0
0.0,27.8,47.0,282.0
0.0,28.4,48.0,274.0
0.0,29.3,46.0,284.0
0.0,28.6,46.0,301.0
0.0,28.1,48.0,330.0
0.0,28.1,48.0,314.0
0.0,24.1,68.0,1.0
0.0,19.6,85.0,298.0
0.2,20.7,83.0,323.0
0.0,20.6,87.0,33.0
0.0,20.7,88.0,124.0
0.0,20.7,90.0,262.0
0.0,21.2,85.0,12.0
0.0,20.7,89.0,13.0
0.0,20.4,89.0,199.0
0.0,20.1,91.0,83.0
0.0,20.3,90.0,1.0
0.0,20.2,91.0,356.0
0.0,20.7,91.0,130.0
0.0,20.8,91.0,101.0
0.0,21.2,89.0,117.0
0.0,22.6,82.0,1.0
0.0,24.2,74.0,279.0
0.0,25.4,68.0,194.0
0.0,26.4,61.0,210.0
2.6,20.7,87.0,38.0
0.2,20.6,86.0,177.0
0.0,20.9,88.0,352.0
0.0,20.5,87.0,313.0
0.2,20.4,89.0,350.0
0.2,20.4,90.0,258.0
0.0,20.0,89.0,264.0
0.0,19.6,91.0,83.0
0.0,19.6,89.0,208.0
0.0,18.8,91.0,239.0
0.0,18.7,93.0,38.0
0.0,18.5,94.0,267.0
0.0,19.0,92.0,335.0
0.0,18.8,90.0,299.0
0.0,18.6,92.0,269.0
0.0,18.8,91.0,339.0
0.0,19.6,90.0,127.0
0.0,18.7,93.0,351.0
0.0,22.5,78.0,259.0
0.0,24.4,63.0,199.0
0.0,25.3,57.0,320.0
0.0,27.3,56.0,246.0
0.0,28.3,51.0,319.0
0.0,24.2,70.0,55.0
1.8,24.4,72.0,142.0
0.0,24.6,68.0,63.0
0.0,26.7,62.0,143.0
0.0,27.5,52.0,241.0
0.0,22.7,79.0,89.0
0.0,22.2,77.0,40.0
0.0,21.6,81.0,66.0
0.0,20.6,81.0,282.0
0.0,19.6,89.0,293.0
0.0,19.6,92.0,326.0
0.0,19.1,90.0,265.0
0.0,19.1,91.0,318.0
0.0,19.6,91.0,328.0
0.0,19.7,88.0,263.0
0.0,19.6,91.0,292.0
0.0,19.7,91.0,248.0
0.0,19.4,92.0,285.0
0.0,19.7,89.0,245.0
0.0,20.7,84.0,263.0
0.0,22.3,73.0,268.0
0.0,23.3,72.0,298.0
0.0,24.2,64.0,300.0
0.0,27.0,53.0,298.0
0.0,27.1,49.0,261.0
0.0,26.2,53.0,270.0
0.0,27.6,50.0,262.0
0.0,27.3,50.0,283.0
0.2,27.2,48.0,282.0
0.0,27.0,55.0,269.0
0.0,25.0,62.0,304.0
0.0,24.2,65.0,310.0
0.0,23.2,71.0,344.0
0.0,22.2,73.0,277.0
0.0,22.1,72.0,328.0
0.0,21.9,72.0,280.0
0.0,21.5,76.0,350.0
0.0,21.6,75.0,316.0
0.0,21.3,79.0,307.0
0.0,20.7,82.0,292.0
0.0,19.4,89.0,310.0
0.0,19.6,90.0,303.0
0.0,20.5,89.0,286.0
0.0,22.9,78.0,306.0
0.0,23.7,72.0,279.0
0.0,24.7,67.0,252.0
0.0,27.1,60.0,287.0
0.0,26.5,60.0,305.0
12.6,19.6,92.0,262.0
4.0,19.8,92.0,321.0
1.0,20.8,92.0,294.0
1.8,20.4,90.0,328.0
0.0,21.0,90.0,294.0
0.0,20.7,89.0,4.0
0.0,20.3,90.0,336.0
0.0,19.6,92.0,309.0
0.0,19.7,91.0,338.0
0.0,19.6,90.0,320.0
0.0,19.7,91.0,17.0
0.0,19.5,89.0,328.0
0.0,19.4,90.0,311.0
0.0,19.3,92.0,358.0
0.0,19.4,92.0,339.0
0.2,19.2,93.0,99.0
0.0,19.2,94.0,313.0
0.0,19.1,93.0,316.0
0.0,19.3,93.0,305.0
0.0,22.1,83.0,272.0
0.0,23.0,79.0,280.0
0.0,24.0,75.0,295.0
1.0,22.2,83.0,290.0
0.0,24.3,77.0,359.0
0.0,27.3,56.0,283.0
0.0,29.1,47.0,235.0
0.0,26.0,71.0,70.0
7.6,21.2,88.0,4.0
0.4,21.5,88.0,56.0
0.0,20.7,92.0,160.0
0.0,20.5,91.0,113.0
0.2,20.7,90.0,81.0
0.0,20.3,91.0,19.0
0.0,20.2,92.0,360.0
0.0,20.0,93.0,22.0
0.0,19.9,93.0,338.0
0.0,20.3,93.0,335.0
0.0,20.1,91.0,331.0
0.0,20.1,91.0,357.0
0.0,19.8,93.0,340.0
0.0,19.8,93.0,345.0
0.0,19.1,93.0,347.0
0.0,19.2,94.0,312.0
0.0,20.4,91.0,299.0
0.0,22.9,78.0,289.0
0.0,24.1,70.0,301.0
0.0,24.8,64.0,338.0
0.0,26.4,62.0,340.0
0.0,27.7,53.0,340.0
0.0,26.2,60.0,2.0
0.0,26.4,59.0,343.0
0.0,27.5,52.0,331.0
2.4,24.7,73.0,3.0
0.0,24.7,65.0,347.0
0.0,22.1,80.0,298.0
10.4,20.0,92.0,256.0
1.0,20.5,91.0,260.0
0.8,20.1,91.0,256.0
0.2,20.1,92.0,289.0
0.0,20.4,92.0,235.0
2.4,19.1,93.0,245.0
1.6,19.2,93.0,232.0
0.2,19.1,93.0,271.0
0.0,19.3,92.0,289.0
0.0,19.2,92.0,265.0
0.0,19.5,87.0,251.0
0.0,19.1,91.0,257.0
0.0,19.8,89.0,108.0
0.0,20.2,87.0,216.0
0.0,21.7,81.0,209.0
0.0,24.0,69.0,6.0
0.0,26.4,59.0,143.0
0.0,28.0,52.0,302.0
0.0,27.6,54.0,298.0
0.0,27.0,55.0,329.0
0.0,26.8,57.0,2.0
8.6,22.1,79.0,95.0
16.6,19.7,93.0,320.0
37.8,19.5,95.0,300.0
2.0,19.8,95.0,333.0
2.2,20.0,95.0,338.0
0.6,19.7,95.0,352.0
0.0,19.6,95.0,211.0
0.0,20.0,95.0,324.0
0.2,19.8,95.0,298.0
0.0,19.8,94.0,326.0
0.0,20.0,94.0,325.0
0.0,19.9,93.0,318.0
0.0,19.9,93.0,266.0
0.0,19.9,93.0,233.0
0.0,20.1,93.0,236.0
0.4,20.4,92.0,293.0
0.0,21.2,90.0,314.0
0.0,21.9,87.0,321.0
0.2,22.6,82.0,329.0
0.0,24.7,71.0,301.0
0.0,22.5,76.0,217.0
0.0,22.4,80.0,270.0
0.0,21.5,85.0,284.0
0.0,21.8,82.0,280.0
0.0,23.7,69.0,233.0
0.0,22.7,73.0,240.0
0.0,22.0,80.0,318.0
0.0,21.1,86.0,327.0
0.0,21.2,84.0,331.0
0.0,20.9,83.0,331.0
0.0,20.8,86.0,264.0
0.0,20.0,84.0,288.0
0.0,19.3,90.0,326.0
0.0,18.8,91.0,303.0
0.0,19.0,90.0,314.0
0.0,19.0,90.0,234.0
0.0,19.6,85.0,189.0
0.0,19.8,79.0,211.0
0.0,19.3,81.0,236.0
0.0,20.5,79.0,239.0
0.0,22.2,68.0,208.0
0.0,23.2,67.0,169.0
0.0,23.8,66.0,136.0
0.0,25.1,64.0,139.0
0.0,26.1,59.0,137.0
0.0,26.8,55.0,132.0
6.2,20.1,86.0,242.0
1.4,20.6,88.0,142.0
0.4,19.3,90.0,152.0
0.2,20.0,90.0,107.0
1.2,19.6,91.0,86.0
1.6,19.3,93.0,143.0
0.6,19.5,93.0,53.0
0.0,19.5,94.0,250.0
0.0,19.9,94.0,148.0
0.0,19.2,94.0,126.0
0.0,19.3,94.0,131.0
0.0,19.3,93.0,87.0
0.0,19.6,94.0,88.0
0.0,19.8,93.0,82.0
0.0,19.9,92.0,74.0
0.0,19.8,91.0,75.0
0.0,19.7,90.0,73.0
0.0,20.5,88.0,64.0
0.0,21.3,81.0,40.0
0.0,22.6,73.0,344.0
0.0,24.2,70.0,9.0
0.0,25.3,64.0,347.0
0.0,26.3,59.0,9.0
0.0,26.4,56.0,12.0
0.0,27.8,50.0,22.0
0.0,26.8,56.0,46.0
0.0,25.7,62.0,88.0
0.0,24.3,67.0,254.0
0.0,22.3,77.0,278.0
0.0,21.0,82.0,278.0
0.0,20.1,85.0,313.0
0.0,19.9,86.0,290.0
0.0,20.6,85.0,64.0
0.0,20.3,86.0,72.0
0.0,20.8,87.0,56.0
11.6,19.1,94.0,76.0
11.4,18.8,95.0,31.0
8.2,18.8,95.0,51.0
2.4,18.6,94.0,49.0
0.2,18.9,94.0,80.0
0.4,18.6,94.0,63.0
0.0,18.8,92.0,29.0
0.0,19.3,91.0,311.0
0.0,20.9,80.0,70.0
0.0,22.5,73.0,64.0
0.0,24.1,71.0,34.0
0.0,24.7,63.0,39.0
0.0,26.1,56.0,359.0
0.0,26.1,63.0,30.0
0.0,25.6,63.0,250.0
22.8,19.2,93.0,318.0
4.6,20.3,94.0,222.0
0.2,20.6,91.0,335.0
0.0,20.4,90.0,341.0
0.0,20.6,90.0,123.0
0.0,20.1,90.0,211.0
0.0,19.8,90.0,27.0
0.0,19.7,92.0,300.0
0.0,19.6,92.0,256.0
0.0,19.9,91.0,174.0
0.0,19.6,90.0,193.0
0.0,19.5,92.0,142.0
0.0,19.3,93.0,197.0
0.0,19.4,92.0,143.0
0.0,19.2,93.0,186.0
0.0,20.5,87.0,219.0
0.0,22.5,74.0,190.0
0.2,23.9,66.0,129.0
0.0,25.3,64.0,86.0
0.0,25.7,65.0,81.0
0.0,23.2,73.0,1.0
0.0,25.8,60.0,53.0
0.0,25.3,61.0,18.0
0.0,24.6,65.0,349.0
0.0,24.3,70.0,292.0
0.0,25.2,65.0,343.0
0.0,23.9,72.0,292.0
0.0,22.1,81.0,314.0
0.0,21.6,83.0,255.0
0.0,20.8,85.0,301.0
0.0,19.5,91.0,243.0
0.0,19.4,93.0,250.0
0.0,19.9,92.0,42.0
0.0,18.7,93.0,3.0
0.0,18.8,94.0,285.0
0.0,19.0,93.0,276.0
0.0,18.4,92.0,299.0
0.0,19.5,91.0,328.0
0.0,19.2,92.0,189.0
0.0,21.2,83.0,128.0
0.0,23.1,74.0,223.0
0.0,25.2,61.0,311.0
0.0,26.2,53.0,54.0
0.0,26.2,57.0,225.0
0.0,23.2,72.0,166.0
0.0,24.0,68.0,154.0
0.0,25.3,63.0,168.0
0.0,26.6,55.0,151.0
0.0,27.0,56.0,146.0
0.0,26.3,60.0,335.0
0.0,23.3,71.0,354.0
0.0,22.8,72.0,193.0
0.0,21.8,78.0,264.0
0.0,21.9,81.0,182.0
0.0,21.2,84.0,169.0
0.0,21.0,86.0,161.0
0.0,20.9,89.0,160.0
0.0,20.4,88.0,137.0
0.0,20.7,88.0,135.0
0.0,20.5,88.0,113.0
0.0,20.3,90.0,130.0
0.0,18.8,90.0,184.0
0.0,19.3,93.0,136.0
0.0,22.3,82.0,104.0
0.0,22.8,74.0,121.0
0.0,23.1,71.0,143.0
0.0,25.3,66.0,129.0
0.0,26.1,60.0,113.0
0.0,26.7,55.0,133.0
0.0,26.9,57.0,115.0
0.0,26.0,55.0,90.0
0.0,27.2,56.0,144.0
0.0,26.6,60.0,168.0
0.0,27.4,48.0,102.0
0.0,25.1,65.0,301.0
0.0,22.9,78.0,263.0
0.4,23.1,78.0,202.0
14.8,18.8,88.0,358.0
0.2,18.9,91.0,250.0
0.0,18.9,90.0,313.0
0.6,19.3,91.0,360.0
7.4,18.5,90.0,358.0
3.6,19.1,91.0,78.0
1.0,19.0,92.0,178.0
0.4,19.2,94.0,143.0
0.6,19.2,92.0,154.0
0.0,19.1,92.0,152.0
0.0,20.4,88.0,142.0
0.0,21.3,86.0,136.0
0.0,22.2,79.0,126.0
0.0,24.3,71.0,98.0
0.0,25.9,62.0,114.0
0.0,26.1,59.0,111.0
0.0,27.0,56.0,83.0
0.0,26.9,52.0,107.0
0.0,27.5,51.0,110.0
0.0,27.0,52.0,97.0
0.0,26.7,53.0,112.0
0.0,25.6,59.0,116.0
0.0,24.4,64.0,119.0
0.0,23.9,66.0,131.0
0.0,23.4,69.0,116.0
0.0,23.0,70.0,112.0
0.0,22.5,70.0,116.0
0.0,21.5,73.0,113.0
0.0,20.8,74.0,114.0
0.0,19.7,76.0,120.0
0.0,20.8,67.0,108.0
0.0,20.2,69.0,118.0
0.0,19.9,71.0,110.0
0.0,19.5,73.0,105.0
0.0,21.1,70.0,92.0
0.0,22.3,69.0,88.0
0.0,22.5,69.0,65.0
0.0,24.0,63.0,90.0
0.0,25.0,62.0,69.0
0.0,26.2,57.0,72.0
0.0,27.1,52.0,91.0
0.0,27.0,52.0,83.0
0.0,27.7,49.0,78.0
0.0,28.2,48.0,96.0
0.0,27.9,49.0,84.0
0.0,26.7,50.0,98.0
0.0,25.5,56.0,108.0
0.0,24.6,61.0,115.0
0.0,23.6,65.0,108.0
0.0,23.1,66.0,108.0
0.0,22.7,65.0,104.0
0.0,22.5,65.0,109.0
0.0,22.1,66.0,114.0
0.0,21.5,68.0,111.0
0.0,21.3,68.0,103.0
0.0,20.9,68.0,88.0
